16:15:55 | GAME_START      | TICK:0000 | Game started with session ID: 20260223_161555
16:15:55 | MAP_LOAD        | TICK:0000 | Map loaded successfully with seed: road_trees.csv
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_1_1 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_1_2 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_1_3 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_1_4 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_1_5 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_2_1 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_2_2 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_2_3 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_2_4 performed spawn
16:15:55 | TANK_SPAWN      | TICK:0000 | Tank tank_2_5 performed spawn
16:15:59 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8001 request
16:15:59 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8002 request
16:15:59 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8002 response
16:15:59 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8003 request
16:16:00 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8003 timeout
16:16:00 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8004 request
16:16:01 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8004 timeout
16:16:01 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8005 request
16:16:02 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8005 timeout
16:16:02 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8006 request
16:16:03 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8006 timeout
16:16:03 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8007 request
16:16:04 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8007 timeout
16:16:04 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8008 request
16:16:05 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8008 timeout
16:16:05 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8009 request
16:16:06 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8009 timeout
16:16:06 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8010 request
16:16:07 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8010 timeout
16:16:07 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8001 request
16:16:07 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8002 request
16:16:07 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8002 response
16:16:07 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8003 request
16:16:08 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8003 timeout
16:16:08 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8004 request
16:16:09 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8004 timeout
16:16:09 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8005 request
16:16:10 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8005 timeout
16:16:10 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8006 request
16:16:11 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8006 timeout
16:16:11 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8007 request
16:16:12 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8007 timeout
16:16:12 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8008 request
16:16:13 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8008 timeout
16:16:13 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8009 request
16:16:14 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8009 timeout
16:16:14 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8010 request
