00:40:40 | GAME_START      | TICK:0000 | Game started with session ID: 20260223_004037
00:40:40 | MAP_LOAD        | TICK:0000 | Map loaded successfully with seed: road_trees.csv
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_1_1 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_1_2 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_1_3 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_1_4 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_1_5 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_2_1 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_2_2 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_2_3 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_2_4 performed spawn
00:40:40 | TANK_SPAWN      | TICK:0000 | Tank tank_2_5 performed spawn
00:40:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8001 request
00:40:49 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8001 timeout
00:40:49 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8002 request
00:40:50 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8002 timeout
00:40:50 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8003 request
00:40:51 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8003 timeout
00:40:51 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8004 request
00:40:52 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8004 timeout
00:40:52 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8005 request
00:40:53 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8005 timeout
00:40:53 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8006 request
