episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached
1,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_173218.txt,2,10,0,0,81,8,8,0,8,time_sudden_death,mixed_motion,0.3883,0.0774,0.6113999999999999,1.0,normal,True
2,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_173412.txt,2,10,0,0,66,6,9,0,9,time_sudden_death,mixed_motion,0.3911,0.0716,0.6122,1.0,normal,True
3,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_173615.txt,2,10,0,0,43,2,8,0,8,time_sudden_death,mixed_motion,0.4013,0.0732,0.5919000000000001,1.0,normal,True
4,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_173819.txt,2,10,0,0,78,5,9,0,9,time_sudden_death,mixed_motion,0.3899,0.0732,0.6053999999999999,1.0,normal,True
5,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_174027.txt,2,10,0,0,88,9,6,0,6,time_sudden_death,mixed_motion,0.3753,0.0681,0.6253,1.0,normal,True
6,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_174238.txt,2,10,0,0,109,13,8,0,8,time_sudden_death,mixed_motion,0.3814,0.0642,0.6194,1.0,normal,True
7,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_174451.txt,2,10,0,0,129,11,8,0,8,time_sudden_death,mixed_motion,0.4135,0.0625,0.5979,1.0,normal,True
8,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_174703.txt,2,10,0,0,53,4,8,0,8,time_sudden_death,mixed_motion,0.4106,0.0638,0.5881000000000001,1.0,normal,True
9,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_174911.txt,2,10,0,0,122,6,8,0,8,time_sudden_death,mixed_motion,0.4144,0.0638,0.5858,1.0,normal,True
10,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_175124.txt,2,10,0,0,62,6,8,0,8,time_sudden_death,mixed_motion,0.4098,0.0611,0.5892000000000001,1.0,normal,True
11,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_175335.txt,2,10,0,0,102,6,8,0,8,time_sudden_death,mixed_motion,0.3774,0.0654,0.6111,1.0,normal,True
12,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_175551.txt,2,10,0,0,51,3,8,0,8,time_sudden_death,mixed_motion,0.4327,0.0498,0.5767,1.0,normal,True
