episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached,avg_episode_reward
1,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094158.txt,1,1,0,9,4,1,9,0,9,time_sudden_death,mostly_moving,0.9291,0.0685,0.8835999999999999,1.0,normal,True,694.8610283137896
2,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094225.txt,1,1,0,9,4,2,9,1,8,mixed_combat_and_time,mostly_moving,0.9076,0.0891,0.8965,1.0,normal,True,669.6267817484255
3,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094255.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9084,0.0884,0.8980999999999999,1.0,normal,True,668.770914360678
4,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094324.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9288,0.0694,0.8762,1.0,normal,True,663.7931996817335
5,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094353.txt,1,1,0,9,3,1,9,0,9,time_sudden_death,mostly_moving,0.9288,0.0694,0.8794000000000001,1.0,normal,True,921.3846380629312
6,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094421.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.8787,1.0,normal,True,629.0341052213013
7,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094450.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9285,0.0696,0.8784000000000001,1.0,normal,True,4676.104399969498
8,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094519.txt,1,1,0,9,5,3,9,0,9,time_sudden_death,mostly_moving,0.9287,0.0695,0.8771,1.0,normal,True,5205.231856140714
9,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094548.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9281,0.069,0.8797,1.0,normal,True,4183.600507458823
10,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094617.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.8737999999999999,1.0,normal,True,4021.1562565716167
