episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached,avg_episode_reward
1,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184520.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,8187.073002981611
2,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184548.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,11914.65261097869
3,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184617.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,26607.442415346566
4,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184647.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,27433.208266289566
5,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184717.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,27595.218726947387
6,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184748.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,27731.292959046
7,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184817.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28054.694585767887
8,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184847.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28064.30351234299
9,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184918.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,26407.752970104055
10,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_184948.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,24375.36952357101
11,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185017.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,24509.403020071288
12,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185043.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28025.49598113562
13,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185108.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28136.872790752743
14,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185134.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28333.323919341437
15,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185200.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28271.065907624055
16,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185226.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28466.317389836702
17,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185251.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28565.03487963817
18,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185317.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28797.13670385914
19,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185343.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28691.43323182172
20,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185409.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28661.244982025903
21,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185435.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28457.52290518639
22,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185501.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28341.850172070936
23,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185527.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28401.67598488375
24,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185554.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28497.429115807605
25,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185620.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28802.94731592937
26,symmetric.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260224_185646.txt,,1,0,1,0,0,10,,,time_sudden_death,mixed_motion,,,0.0,,normal,True,28827.574589107262
