episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached,avg_episode_reward
1,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101708.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8754,1.0,normal,True,750.4075538393679
2,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101735.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0893,0.893,1.0,normal,True,1032.0090311031852
3,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101803.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9289,0.0687,0.8811,1.0,normal,True,3996.5873942765393
4,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101832.txt,1,1,0,9,4,2,9,1,8,mixed_combat_and_time,mostly_moving,0.9076,0.0891,0.8947999999999999,1.0,normal,True,4981.8983026213145
5,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101900.txt,1,1,0,9,5,3,9,0,9,time_sudden_death,mostly_moving,0.9287,0.0695,0.8774,1.0,normal,True,2766.079689043269
6,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101928.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8749,1.0,normal,True,2320.891390677841
7,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_101957.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8749,1.0,normal,True,5216.645770206102
8,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102025.txt,1,1,0,9,3,2,9,0,9,time_sudden_death,mostly_moving,0.9277,0.0702,0.8754000000000001,1.0,normal,True,5976.783070554691
9,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102054.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8926000000000001,1.0,normal,True,4548.631512957695
10,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102122.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8751,1.0,normal,True,4741.735472992
11,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102150.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8924000000000001,1.0,normal,True,4598.082847105314
12,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102218.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9083,0.0884,0.8957,1.0,normal,True,5084.204264056735
13,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102246.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8749,1.0,normal,True,7560.725082251819
14,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102314.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0893,0.893,1.0,normal,True,8320.914359781049
15,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102343.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9083,0.0884,0.8957,1.0,normal,True,8429.722864209605
16,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102412.txt,1,1,0,9,5,3,9,0,9,time_sudden_death,mostly_moving,0.9279,0.0693,0.8789,1.0,normal,True,8827.169796537555
17,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102440.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8924000000000001,1.0,normal,True,7834.90363324236
18,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102508.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9289,0.0687,0.8811,1.0,normal,True,8008.362053010925
19,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102538.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8924000000000001,1.0,normal,True,6570.5068643012055
20,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_102607.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9289,0.0687,0.8816,1.0,normal,True,7853.338276447001
