episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached
1,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_135930.txt,,1,0,9,15,11,10,3,7,mixed_combat_and_time,mostly_moving,0.8297,0.1119,0.8729,0.7746,normal,True
2,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_135943.txt,,1,0,9,14,10,10,3,7,mixed_combat_and_time,mostly_moving,0.8329,0.1115,0.8701,0.7769,normal,True
3,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_135957.txt,1,1,0,9,15,10,9,2,7,mixed_combat_and_time,mostly_moving,0.8033,0.1373,0.8209,0.772,normal,True
4,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140011.txt,,1,0,9,14,10,10,3,7,mixed_combat_and_time,mostly_moving,0.834,0.1115,0.8716,0.7766,normal,True
5,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140025.txt,1,1,0,9,15,14,9,2,7,mixed_combat_and_time,mostly_moving,0.812,0.1353,0.8219,0.7774,normal,True
6,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140039.txt,,1,0,9,14,11,10,3,7,mixed_combat_and_time,mostly_moving,0.8346,0.111,0.8705999999999999,0.7765,normal,True
7,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140053.txt,2,1,0,9,15,13,9,2,7,mixed_combat_and_time,mostly_moving,0.8064,0.1373,0.8197,0.772,normal,True
8,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140107.txt,,1,0,9,13,9,10,3,7,mixed_combat_and_time,mostly_moving,0.8324,0.113,0.8684,0.7731,normal,True
9,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140122.txt,1,1,0,9,15,13,9,2,7,mixed_combat_and_time,mostly_moving,0.8061,0.135,0.8253,0.7748,normal,True
10,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140136.txt,2,1,0,9,14,12,9,3,6,mixed_combat_and_time,mostly_moving,0.8341,0.1085,0.8719,0.7782,normal,True
