18:47:41 | GAME_START      | TICK:0000 | Game started with session ID: 20260220_184738
18:47:41 | MAP_LOAD        | TICK:0000 | Map loaded successfully with seed: road_trees.csv
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_1_1 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_1_2 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_1_3 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_1_4 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_1_5 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_2_1 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_2_2 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_2_3 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_2_4 performed spawn
18:47:41 | TANK_SPAWN      | TICK:0000 | Tank tank_2_5 performed spawn
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8001 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8001 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8002 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8002 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8003 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8003 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8004 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8004 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8005 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8005 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8006 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8006 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8007 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8007 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8008 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8008 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8009 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8009 response
18:47:48 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8010 request
18:47:48 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8010 response
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_1_1 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_1_2 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_1_3 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_1_4 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_1_5 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_2_1 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_2_2 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_2_3 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_2_4 performed shoot
18:47:48 | TANK_SHOOT      | TICK:0001 | Tank tank_2_5 performed shoot
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8001 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8001 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8002 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8002 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8003 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8003 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8004 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8004 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8005 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8005 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8006 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8006 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8007 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8007 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8008 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8008 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8009 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8009 response
18:47:48 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8010 request
18:47:48 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8010 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8001 request
18:47:48 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8001 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8002 request
18:47:48 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8002 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8003 request
18:47:48 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8003 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8004 request
18:47:48 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8004 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8005 request
18:47:48 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8005 response
18:47:48 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8006 request
18:47:49 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8006 response
18:47:49 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8007 request
18:47:49 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8007 response
18:47:49 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8008 request
18:47:49 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8008 response
18:47:49 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8009 request
18:47:49 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8009 response
18:47:49 | AGENT_REQUEST   | TICK:0003 | Agent http://127.0.0.1:8010 request
18:47:49 | AGENT_RESPONSE  | TICK:0003 | Agent http://127.0.0.1:8010 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8001 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8001 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8002 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8002 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8003 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8003 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8004 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8004 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8005 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8005 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8006 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8006 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8007 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8007 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8008 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8008 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8009 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8009 response
18:47:49 | AGENT_REQUEST   | TICK:0004 | Agent http://127.0.0.1:8010 request
18:47:49 | AGENT_RESPONSE  | TICK:0004 | Agent http://127.0.0.1:8010 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8001 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8001 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8002 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8002 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8003 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8003 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8004 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8004 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8005 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8005 response
18:47:49 | AGENT_REQUEST   | TICK:0005 | Agent http://127.0.0.1:8006 request
18:47:49 | AGENT_RESPONSE  | TICK:0005 | Agent http://127.0.0.1:8006 response
