22:22:57 | agent_response_time | agent_response_time: 0.0031037330627441406
22:22:57 | agent_response_time | agent_response_time: 0.0015211105346679688
22:22:57 | agent_response_time | agent_response_time: 0.0015099048614501953
22:22:57 | agent_response_time | agent_response_time: 0.0015332698822021484
22:22:57 | agent_response_time | agent_response_time: 0.0015320777893066406
22:22:57 | agent_response_time | agent_response_time: 0.0015251636505126953
22:22:57 | agent_response_time | agent_response_time: 0.0015490055084228516
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.0015163421630859375
22:22:57 | agent_response_time | agent_response_time: 0.0015833377838134766
22:22:57 | agent_response_time | agent_response_time: 0.0015978813171386719
22:22:57 | agent_response_time | agent_response_time: 0.0015065670013427734
22:22:57 | agent_response_time | agent_response_time: 0.0015065670013427734
22:22:57 | agent_response_time | agent_response_time: 0.0010018348693847656
22:22:57 | agent_response_time | agent_response_time: 0.0016982555389404297
22:22:57 | agent_response_time | agent_response_time: 0.0015287399291992188
22:22:57 | agent_response_time | agent_response_time: 0.00154876708984375
22:22:57 | agent_response_time | agent_response_time: 0.0015857219696044922
22:22:57 | agent_response_time | agent_response_time: 0.002590656280517578
22:22:57 | agent_response_time | agent_response_time: 0.0029816627502441406
22:22:57 | agent_response_time | agent_response_time: 0.0005049705505371094
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.0015201568603515625
22:22:57 | agent_response_time | agent_response_time: 0.0015435218811035156
22:22:57 | agent_response_time | agent_response_time: 0.0015139579772949219
22:22:57 | agent_response_time | agent_response_time: 0.0010020732879638672
22:22:57 | agent_response_time | agent_response_time: 0.0015354156494140625
22:22:57 | agent_response_time | agent_response_time: 0.0016279220581054688
22:22:57 | agent_response_time | agent_response_time: 0.0010013580322265625
22:22:57 | agent_response_time | agent_response_time: 0.001699686050415039
22:22:57 | agent_response_time | agent_response_time: 0.0015177726745605469
22:22:57 | agent_response_time | agent_response_time: 0.0015380382537841797
22:22:57 | agent_response_time | agent_response_time: 0.001531839370727539
22:22:57 | agent_response_time | agent_response_time: 0.0015375614166259766
22:22:57 | agent_response_time | agent_response_time: 0.0015368461608886719
22:22:57 | agent_response_time | agent_response_time: 0.001506805419921875
22:22:57 | agent_response_time | agent_response_time: 0.001550436019897461
22:22:57 | agent_response_time | agent_response_time: 0.0020456314086914062
22:22:57 | agent_response_time | agent_response_time: 0.002012491226196289
22:22:57 | agent_response_time | agent_response_time: 0.0011942386627197266
22:22:57 | agent_response_time | agent_response_time: 0.0020401477813720703
22:22:57 | agent_response_time | agent_response_time: 0.0015110969543457031
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.0015289783477783203
22:22:57 | agent_response_time | agent_response_time: 0.0015981197357177734
22:22:57 | agent_response_time | agent_response_time: 0.0015234947204589844
22:22:57 | agent_response_time | agent_response_time: 0.0015363693237304688
22:22:57 | agent_response_time | agent_response_time: 0.0015518665313720703
22:22:57 | agent_response_time | agent_response_time: 0.0015070438385009766
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.0015108585357666016
22:22:57 | agent_response_time | agent_response_time: 0.0015149116516113281
22:22:57 | agent_response_time | agent_response_time: 0.001538991928100586
22:22:57 | agent_response_time | agent_response_time: 0.0015437602996826172
22:22:57 | agent_response_time | agent_response_time: 0.0015137195587158203
22:22:57 | agent_response_time | agent_response_time: 0.001512765884399414
22:22:57 | agent_response_time | agent_response_time: 0.0015413761138916016
22:22:57 | agent_response_time | agent_response_time: 0.0015416145324707031
22:22:57 | agent_response_time | agent_response_time: 0.0010225772857666016
22:22:57 | agent_response_time | agent_response_time: 0.0018360614776611328
22:22:57 | agent_response_time | agent_response_time: 0.0015408992767333984
22:22:57 | agent_response_time | agent_response_time: 0.0015125274658203125
22:22:57 | agent_response_time | agent_response_time: 0.0010213851928710938
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.0015215873718261719
22:22:57 | agent_response_time | agent_response_time: 0.001522064208984375
22:22:57 | agent_response_time | agent_response_time: 0.00151824951171875
22:22:57 | agent_response_time | agent_response_time: 0.0015206336975097656
22:22:57 | agent_response_time | agent_response_time: 0.0005178451538085938
22:22:57 | agent_response_time | agent_response_time: 0.0015070438385009766
22:22:57 | agent_response_time | agent_response_time: 0.0010046958923339844
22:22:57 | agent_response_time | agent_response_time: 0.001554727554321289
22:22:57 | agent_response_time | agent_response_time: 0.002068758010864258
22:22:57 | agent_response_time | agent_response_time: 0.0015060901641845703
22:22:57 | agent_response_time | agent_response_time: 0.0005164146423339844
22:22:57 | agent_response_time | agent_response_time: 0.0015163421630859375
22:22:57 | agent_response_time | agent_response_time: 0.001001119613647461
22:22:57 | agent_response_time | agent_response_time: 0.0015180110931396484
22:22:57 | agent_response_time | agent_response_time: 0.001519918441772461
22:22:57 | agent_response_time | agent_response_time: 0.0015139579772949219
22:22:57 | agent_response_time | agent_response_time: 0.0015149116516113281
22:22:57 | agent_response_time | agent_response_time: 0.001005411148071289
22:22:57 | agent_response_time | agent_response_time: 0.0015287399291992188
22:22:57 | agent_response_time | agent_response_time: 0.0015149116516113281
22:22:57 | agent_response_time | agent_response_time: 0.0015454292297363281
22:22:57 | agent_response_time | agent_response_time: 0.001538991928100586
22:22:57 | agent_response_time | agent_response_time: 0.0015261173248291016
22:22:57 | agent_response_time | agent_response_time: 0.0015325546264648438
22:22:57 | agent_response_time | agent_response_time: 0.002045869827270508
22:22:57 | agent_response_time | agent_response_time: 0.0020134449005126953
22:22:57 | agent_response_time | agent_response_time: 0.0015723705291748047
22:22:57 | agent_response_time | agent_response_time: 0.0015306472778320312
22:22:57 | agent_response_time | agent_response_time: 0.0015385150909423828
22:22:57 | agent_response_time | agent_response_time: 0.0014886856079101562
22:22:57 | agent_response_time | agent_response_time: 0.0015716552734375
22:22:57 | agent_response_time | agent_response_time: 0.0015418529510498047
22:22:57 | agent_response_time | agent_response_time: 0.0015456676483154297
22:22:57 | agent_response_time | agent_response_time: 0.0015075206756591797
22:22:57 | agent_response_time | agent_response_time: 0.001004934310913086
22:22:57 | agent_response_time | agent_response_time: 0.0015285015106201172
22:22:57 | agent_response_time | agent_response_time: 0.0015156269073486328
22:22:57 | agent_response_time | agent_response_time: 0.0015287399291992188
22:22:57 | agent_response_time | agent_response_time: 0.001516103744506836
22:22:57 | agent_response_time | agent_response_time: 0.0015769004821777344
