18:13:11 | GAME_START      | TICK:0000 | Game started with session ID: 20260223_181308
18:13:11 | MAP_LOAD        | TICK:0000 | Map loaded successfully with seed: road_trees.csv
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_1_1 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_1_2 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_1_3 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_1_4 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_1_5 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_2_1 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_2_2 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_2_3 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_2_4 performed spawn
18:13:11 | TANK_SPAWN      | TICK:0000 | Tank tank_2_5 performed spawn
18:13:17 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8001 request
18:13:17 | AGENT_RESPONSE  | TICK:0001 | Agent http://127.0.0.1:8001 response
18:13:17 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8002 request
18:13:18 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8002 timeout
18:13:18 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8003 request
18:13:19 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8003 timeout
18:13:19 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8004 request
18:13:20 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8004 timeout
18:13:20 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8005 request
18:13:21 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8005 timeout
18:13:21 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8006 request
18:13:22 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8006 timeout
18:13:22 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8007 request
18:13:23 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8007 timeout
18:13:23 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8008 request
18:13:24 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8008 timeout
18:13:24 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8009 request
18:13:25 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8009 timeout
18:13:25 | AGENT_REQUEST   | TICK:0001 | Agent http://127.0.0.1:8010 request
18:13:26 | AGENT_TIMEOUT   | TICK:0001 | Agent http://127.0.0.1:8010 timeout
18:13:26 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8001 request
18:13:26 | AGENT_RESPONSE  | TICK:0002 | Agent http://127.0.0.1:8001 response
18:13:26 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8002 request
18:13:27 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8002 timeout
18:13:27 | AGENT_REQUEST   | TICK:0002 | Agent http://127.0.0.1:8003 request
18:13:28 | AGENT_TIMEOUT   | TICK:0002 | Agent http://127.0.0.1:8003 timeout
